content,score,Label
"Aplikasi yg membantu dlm pemesanan baik hotel dll, semoga selalu menjadi pilihan, tambah discount, souvenir atau promo2 untuk penggunanya.",5,Positif
"Refund tiket yg ribet...sebelumnya di refund dgn voucher travel credit senilai 60% dari harga tiket, pas voucher nya di reedem ke maskapai malah gk bisa digunakan, ajuin komplen malah dikirim lagi travel credit senilai 80% dri harga maskapai, dan tiba2 besok nya refund di ajuin otomatis oleh traveloka nya, tapi refund nya di tolak...sangat jelek apk nya...tidak membantu menyelesaikan masalah",1,Negatif
"Sangat mengecewakan system tipuan nya di traveloka paylater nya , paylater lain tidak seperti ini , masa tidak jadi pakai cancel bunga nya harus tetap dibayar ??? SANGAT MERUGIKAN !",1,Negatif
sudah terbiasa transaksi pake traveloka saat hotel lain ga ada ketersediaan kamar hotel. ygkita inginkan di traveloka selalu masih ada kesempatan dan harganya ada diskon,5,Positif
"Bukan tambah bagus tetapi tambah ribet buat pembayaran, sekarang ga rekomended mending aplikasi yg lain....saya hapus aplikasi traveloka, sesudah sekian lama saya pakai aplikasi ini, saya snagat kecewa",1,Negatif
Saya benar-benar ber terimakasih terhadap Traveloka atas pengembalian dana refund pengembalian tiket pesawat yang tidak sampai 90hari (hanya memakan waktu seminggu) saya harap Traveloka selalu memperbaiki layanan yang diberikan agar semakin banyak pengguna nya. #UpdateUlasan #SuksesSelaluTimTraveloka,3,
"Kenapa tidak bisa refund , ketika mau refund gangguan , banyak banget alasan nya , nii orang yang mesan lagi kecelakaan , masa gk bisa refund kan bodohhh!!!!",1,Negatif
Aplikasi 💩👎👎Ngasik harga yang masuk AKAL lah bilang ke maskapai nya.harga nya sampai 3x lipat dari biasa nya.,1,Negatif
"Recomendet banget, paylater nya sangat membantu .. mungkin bisa di tambah kan paylater top up untuk pulsa dan token listrik .. mohon respon yah admin 🙏",5,Positif
"Saya tidak menemukan tiket pesawat yg murah, saya pikir memang tidak ada lagi tiket murah yg saya cari, ternyata ketemunya di aplikasi lain. Maaf.",1,Negatif
lebih praktis... proses mudah dan cepat.. terimakasih Traveloka,5,Positif
"sy sgt puas dengan pelayanan Traveloka, baik saat pesan tiket, perubahan jadwal, maupun refund diproses dgn cepat dan baik. Terima Kasih Traveloka. Happy Anniversary, God bless you and success always for you and staffs. Aamiin.",5,Positif
Kenapa yaa kok bisa hanya untuk refund butuh waktu 3 bulan. Apakah refund prosesnya bisa sampai selama itu ?? Apakah dari pihak apk atau maskapainya memakai uang nya ??,1,Negatif
"Saya membeli tiket kereta api di traveloka malah di tinggal kereta api, padahal saya sudah booster ke 1 pas pemeriksaan mau masuk ke ruang tunggu petugas melarang saya masuk karna tidak bisa menunjukkan bukti vaksin booster ke 2, peraturan pemerintah juga belum berubah apabila sudah melakukan booster 1 di persilahkan melaukan perjalanan dengan menggunakan kereta api dan pesawat.",1,Negatif
"Harga berubah ubah dalam beberapa detik, klik tanggal 4-5 malah muncul tanggal 2-3, akhirnya salah pesen",1,Negatif
"Susah dalam pembayaran dengan Master credit card, sampai 3X juga gagal transaksi, akhirnya berhasil dengan ganti Visa credit card bank lain baru bisa, kenapa begitu ya? Ada apa dengan system pembayaran Traveloka? Kemudian mau tukarkan 200 point juga tidak berhasil? Buat apa bila sudah ditawarkan tukar point namun tak bisa tukar?",1,Negatif
"Dari bintang 5 saya turunkan ke bintang 1, saya pemakai Traveloka SDH lbh dr 7thn, sering beli tiket kereta api, pesawat, byr hotel dgn membayar TUNAI lwt BCA, KECEWA utk mengajukan PAYLATER nya tidak pernah bisa. Saya akan ksh bintang 5 lagi kalo PAYLATER saya disetujui",1,Negatif
"Masih baru dan masih belom ngerti carany butuh waktu, tp menurut saya aplikasi ini memudahkan kita memesan tiket apa saja yg kita butuhkan tidak perlu keluar rumah,",5,Positif
"Masukkan nomor telpon aja susahnya minta ampun. Kode OTP tdk pernah bisa masuk di nomor Hp (biar dicoba gmn pun), gmn mau verifikasi? Chat ke admin jg jawabnya hrs lengkapi data dgn selfie bersama surat pernyataan segala. Ampun deh, apa gunanya email? Kan kode verifikasi bisa dikirim ke email aja kl misal app Traveloka ga sanggup kirim kode OTP ke Hp.",1,Negatif
promo sedikit dan selalu tdk bisa terpakai 😥 tapi overall bagus dan sangat memudahkan apalagi skrg ada traveloka payletter 👏,4,Positif
Kenapa mau upload dokumen buat paylater gak bisa?gagal terus.Padahal data udah bener.Tolong kejelasannya.,3,
Kenapa chek in online sekarang ga ada ya? Sebelum upgrade bisa chek in via traveloka Skrg Apk versi 3.72.0,1,Negatif
"Gak asik sekarang Traveloka paylater , Traveloka eats sekarang udh gak ada lalu virtual number sekarang gk bisa di gunakan di e-commerce cuma bisa di Traveloka saja jadi gak membantu menggunakan nya . Thanks! Semoga bisa lebih baik lagi!",1,Negatif
"Tolong min, pendaftaran paylater nya jangan ribet dong. Beberapa kali selfie dibilang buram. Padahal Foto selfie dan tulisan sudah jelas",1,Negatif
"Pembayaran sangat sulit, saya sudah bayar dan mengunggah bukti 3 kali, namun selalu gagal. Saya dirugikan waktu dan biaya. Saya memesan penjemputan bandara dua jam sebelum pesawat berangkat ke lokasi landing. Saya sudah unggah 3kali bukti, namun malah dianggap gagal transaksi.",1,Negatif
"Tidak kredibel lagi .... Saya pesan hotel di aplikasi dan sudah dibayar... Akan tetapi sesampainya di lokasi, pihak hotel bilang sudah tidak ada kerja sama lagi ... Dan akhirnya tidak bisa di refund",1,Negatif
"Sistem chat error, notifikasi pesan tidak bisa di klik, tidak punya call center, dan pada email pemberitahuan pembatalan penerbangan oleh maskapai, biaya reschedule gratis, tapi nyatanya dikenakan biaya 50 rb, padahal tiket reschedule yang baru lebih murah dari pada tiket yang lama, mau pilih refund tapi prosesnya lama. Add: Bagaimana saya bisa membuka inbox, sistem chat anda error.",1,Negatif
"Saya memesan hotel, tapi hotel tersebut tutup karena kebanjiran, jadi sya tidak bisa nginap disana, tapi uang tidak ada kembali , aplikasi besar katanya?, tapi dihubungi CS nya gak ada jawaban sama sekali !! Aplikasi mengecewakan!! Banyak hotel yg tidak update",1,Negatif
"Tolong pasang foto hotel sesuai realnya. Sampah tukang tipu. Kondisi Hotel yg dijual sangat buruk, aplikasi 4nj!ng",1,Negatif
terimakasih Traveloka sudah membuat perjalanan saya menjadi mudah dari mulai tiket pesawat tiket hotel lalu mobil rental semua lengkap makasih banyak pokonya. sukses terus Traveloka saya senang sebagai pengguna aplikasi ini .,5,Positif
"Traveloka setelah di update jaringan nya lelet banget, bagusan sebelum di update, sangat mengecewakan sekali, kecewaaaaaaa",1,Negatif
"aplikasi yg sangat bagus ,sangat membantu baik waktu didalam negri maupun diluar negri, fully recommended 😂👍👍",5,Positif
"Limit saya sudah 10 juta, hanya karena baru sekali telat bayar beberapa hari saja limit langsung turun drastis, di kembalikan ke limit awal. Parahnya lg akun di non aktifkan. Padahal sudah bayar tagihan beserta denda nya termasuk menutup tagihan yg blm jatuh tempo. Beda sama aplikasi sebelah",2,Negatif
"Aplikasi yg selalu setia menemani aku menginap di hotel dan mencari tiket KA maupun Pesawat, pelayanan cepat, dan setiap pesanan selalu sesuai dgn yg aku pilih, pernah aku salah transfer kurang kode booking dan aku chat ke travelokanya fast respon banget, dan Alhamdulillah kamar yg aku pesan dapat tanpa aku membayar kekurangan transfer kode booking nya Terimakasih Traveloka, pertahankan dan tingkatkan terus pelayanan yg baik ini 😊",5,Positif
"Pengguna setia travolaka dari tahun 2017 limit sudah sampai 10jtan, pas pandemi 2020 tidak pakai dlu hapus aplikasi, pas mau pakai langsung suruh daftar lagi, lah sekarang malah ga di acc.",1,Negatif
"Bug min bug, tolong di tinjau saat milih metode pembayaran untuk paylater nya. Saya balas ya kak, internet saya lancar kak. Saya pake buat buka aplikasi e wallet aja aman jaya kak",2,Negatif
Awal th saya beli tiket palu palangka raya.. dengan nominal 7.4jt untuk 2 tiket... ada pembatalan dr pihak maskapai.. yg salah pihak maskapai.. dan tiket di refound.. pengembalian dana slama 3bln.. di informasi cs traveloka dana kembali 7.2jt.. dan baru td cm di kembalikan 4.6jt aja.. sisanya kemana... aplikasi banyak korupsi.. jangan pakai aplikasi ini.. penipu.. aplikasi penipu..,1,Negatif
Di dalam apk masih tersedia kursi nya tapi pas mau bayar malah di bilang sudah ada yang memilih kursi tersebut. Tolong di perbaiki lagi untuk masalah hal tsb,3,
"Nyesel pake aplikasi ini, Pesen kamar hotel kita suruh bayar saat cek in. Tpi di aplikasi minta jaminan, begitu sudah dibayar jaminannya juga ga balik. Akhirnya malah bayar dobel. Hati2 yg pake traveloka.",1,Negatif
Setelah di update Login pakai email malah masuk akun baru gak bisa ke akun lama pesanan dan saldo uangku status nya gak jelas skrg saya aangat dirugikan..!!,1,Negatif
"Berdasarkan saran dari ortu katanya coba pakai Traveloka, ternyata memang membantu bgt buat aku yang pengen pulkam pas libur kuliah, apalagi pernah pas dpt kejadian pembatalan maskapai, semuanya bener2 dimudahkan. The Best mah Traveloka, semoga tetap menjadi aplikasi travel terpercaya (⁠✯⁠ᴗ⁠✯⁠)",5,Positif
"Aplikasi bukan nya mempermudah malah mempersulit, di booking jauh2 hari pass tiba di lokasi malah full, aku mau wisuda besok nya orang tua udh di jalan pula kirain pass org tua nyampe langsung istrahat gitu dari pejalnan jauh, ini malah di bikin ribet sama aplikasinya",1,Negatif
"Gk bisa bicara dengan costumer service secara langsung, semua via bot, jelek pelayanan bot lambat, telpon CS jg yang jawab bot, sampah, ngabisin pulsa aja, auto ganti ke aplikasi lain yang bisa ngomong langsung sama CS",1,Negatif
"Kenapa ya habis update kok virtual number di traveloka payleter malah ga bisa di pake,,padahal kan saya baru naek limit sudah di level 3...masa malah ga bisa dipake sii",3,
"Perbaiki sistem pemilihan tempat dulu... Sebelum bayar saya pilih tempat duduk yang masih kosong setelah pilih pas mau bayar dari sistemnya bilang ""maaf ada kursi anda yang sudah diisi penumpang lain"" Saya coba sampai 4x pilih kursi yang masih kosong tetap kayak gini juga.... TOLONG atur ulang sistem otomatis yang menunjukkan kursi kursi yang sudah dipilih sama yang belum dipilih",1,Negatif
"bertahun tahun menggunakan aplikasi ini,intensitas berpergian cukup tinggi, anda salah dalam pemesanan nama fatal akibatnya dan diarahkan ke refund ,refund juga potongan nya juga seenaknya saja, semua yg di janji aplikasi nya bohong belaka,berpikir kembali lah jika menggunakan aplikasi ini.",1,Negatif
"sy telah menggunakan traveloka lebih dari 10 tahun... sangat baik. pernah batal berangkat... langsung refund. proses tdk rumit... malah dapat bonus voecher hotel. traveloka memang hebat... playanan juga ok... tiada duanya,,,,",5,Positif
"Ada ket jaminan uang kembali 100% pemesanan kereta api, ttp aja gabisa refund, bisa pun harus lewat apk kai/tlp pihak kai itupun susah sesuai prosedir KAInya, lah ini traveloka ga ada kontribusinya untuk bantu refund nya!",1,Negatif
"Sumpah, ini aplikasi terbaik untuk pemesanan tiket pesawat dan Hotel. Sudah lama saya pakai aplikasi ini dan hari ini terharu karena proses pengembalian dana tiket yg dibatalkan maskapai benar² difasilitasi dengan baik oleh traveloka. Banyak terima kasih untuk team traveloka, sukses selalu dan pertahankan kebaikannya ya..",5,Positif
"Tiba2 dturunin level,dugaan telat pembayaran atau penggunaan dadakan,pdhl telat jg gak prnh dadakan jg gak makin aneh aja tau2 dturunin level 👎 padahal sblmnya nyaman banget krn sgala kemudahan dn prosesnya di traveloka",2,Negatif
Kenapa suka keluar sendiri dari aplikasi saat sy mau cari hotel. Sy ini pelanggan setia. Sekarang kecewa 😒 Di update malah erorr. seharusnya semakin bagus dan lancar. Ini malah sebaliknya 😒. 3 dlu bintangnya nnti klu sudh lancar aku ksi 5 🌟,3,
Akun saya sdh lama dan tergabung dgn Facebook..saya jg sdh terdftar paylater.namun tiba tiba akun srg error' saat mau digunakan.ketika di logout dan akan log in TDK bs masuk krn fitur Facebook sdh TDK tersedia.bagaimana ini Traveloka?,1,Negatif
Saya sudah refund tiket menggunakan paylater dan sudah ditransfer balik ke akun paylater saya tapi kenapa saya tetap di tagih untuk bayar padahal saya tidak menggunakan paylater tersebut.. Tolong min diverifikasi ulang,1,Negatif
"Pesan hotel berapa kali dapat harga lebih murah daripada nelpon langsung ke hotel nya. saran aja semoga nanti bisa dimuat jua pembayaran melalui e-money seperti gopay, shopeepay, dana, dll",5,Positif
Semoga kedepannya traveloka memperbaiki pelayanan soalnya dulu sempat kecewa dari pembayaran payletter...dan yang terpenting kalau ada promo syaratnya itu jangan berlebihan dan harus bisa di gunakan ini malah gak bisa digunakan... Niat promo apa cuman nyari mangsa baru,3,
"Saya pengguna setia traveloka, tapi saat ini paylater saya tidak aktif lagi semenjak covid sampai sekarang, mohon kiranya do aktifkan kembali, terima kasih",5,Positif
"traveloka kereenn dan mempermudah segala perjalanan kita,,terima kasih traveloka sudah bantu saya dalam mempermudah urusan saya",5,Positif
"Sudah waktunya beralih ke aplikasi yg lbh baik, cepat, mudah akurat, terpecaya, dan singkat waktu refundnya.",1,Negatif
"Sejauh ini saya selalu puas make aplikasi ini dari dulu, mau rescheduled tiket pun cukup mudah dan cepat ga perlu nunggu berjam-jam.",5,Positif
"Kenapa sih pembayaran paylater cuma bisa pakai bca mandiri, kn gk punya itu bank, pdhal dah bagus bgt loh apk nya, cuma metode bayarnya di era jaman yg memudahkan pembayaran kenapa traveloka cuma pakai 2 bank itu😭, tolong dong di tambah lagi metode bayarnya bisa pakai bni bsi dll",2,Negatif
"Gak rekomendasi pakai traveloka, refund sudah lama dan gak sesuai estimasi yg di informasikan sebelumnya. Saya terima refund cuma 33%. Sadissss",1,Negatif
Sayangnya wilayah penjaringan tidak ada bus terdekat seperti muara angke penjaringan gedong panjang dan juga muara baru jadi gak bisa mesen tiket di sana deh 🥲 uninstall lagi aja semoga bakal ada bus rute keberangkatan terdekat 🙏,4,Positif
"Ini aplikasi se enak nya aj!kita beli tiket pesawat dengan satu kali perjalanan/tujuan,setelah kita bayar kita di nermalkan di kota transit dengan biaya sendiri!!!!",1,Negatif
Saya sangat terbantu dan selalu dengan Traveloka utk kebutuhan penerbangan dan jalan darat via KA. Hadiahkan saya Tiket Pesawat Jakarta Bali krn sy pelanggan Setia Traveloka sebagai Tour Guide dan Marketing property. Salam sukses selalu👍 Terima ksh Traveloka🙏,5,Positif
Sebelumnya check in on line mudah skrg kenapa tambah susah lewat aplikasi. Kalau di upgrade itu semakin mempermudah bukan semakin mempersulit. Kami menggunakan aplikasi anda Krn mudah penggunaannya tp kalau spt ini mungkin akan banyak yg uninstall aplikasi ini dan pindah ke aplikasi yg memudahkan penggunanya,1,Negatif
"Hallo admin, setelah update kok aplikasi traveloka saya ga bisa dibuka ya pada saat pilih hotel dan masukan kota, setelah saya tekan menu pilih kota malah kembali ke menu awal...",1,Negatif
Saya sangat kecewa tidak bisa di refund padahal saya tidak menggunakan jasa rental tersebut saya rugi dan tim support sangat lama dalam memberikan jawaban.. Traveloka buruk dalam pengembalian dan kebijakan refundnya.,1,Negatif
"Traveloka tolong ya lain kali sebelum telpon buat tanya tagihan pembayaran paylater dicek dulu,jgn asal main ditelpon2 aja. Dan tolong itu CS mu diajari sopan tlp kok nadanya keras seperti itu. Pembayaran sudah dapat notif email ditrima kok tiba2 ditelp2 gini,sy tau sy telat sekian menit tapi langsung sy kejar bayar dan sdh dpt notif dtrima pembayarannya tp knp malah ditlp gini,apakah sblm tlp itu tidak dilakukan pengecekan dahulu?? Sy bnr2 syok dgr nada cscmu tlp sperti itu",2,Negatif
Kenapa pada saat uji keamanan di paylatter selalu waktu hbis terus padahal saya juga gak lama lama tulisnya ... Mohon perbaikan nya,3,
"Kecewa sih😌 tolong untuk proses refund bisa di percepat kali ya, karena yang cancel kan pihak maskapai nya sedangkan kita bayar pun cash tapi proses refundnya lama..",2,Negatif
"Tidak bisa membantu dalam refound , pelayanan ny kurang bagus , lama proses pencarian uang , kesalahan maskapai tiba-tiba membatalkan perjalanan saya harap di bantu bukan hanya pesan yang cuman begitu saja yang anda kasih ini nama nya penipuan atau bagaimana,jangan percaya kalian beli tiket di sni hati hati uang ny bisa di makan traveloka",1,Negatif
"Sejak instal aplikasi ini, saya sudah beberapa kali transaksi tiket pesawat disini. Tapi kejadian kemarin buat saya cukup kecewa, saya pesan tiket perjalanan buat adik saya dari Banjar Masin ke Makassar, tapi adik saya ketinggalan pesawat karna mungkin dia lalai. Otomatis tiket hangus dan saat ajukan refund, pengajuan saya juga ditolak.",1,Negatif
"udah ngisi data bener"" foto ktp dan selfie juga jelas tapi kenapa kok pas mau daftar paylatter traveloka kok gak bisa bisa sih keterangannya kesalahan dalam mengunggah data anda. tolong dong dibantu ya gimana ini kelanjutannya!!",5,Positif
Audit semua hotel yang belum ada kebijakanya merasa di rugikan banget jika tiba tiba kita tidak di perbolehkan ini dan itu secara mendadak. Belum lagi untuk permasalahan early cek in tolong di update agar pelanggan tidak merasa tertipu,1,Negatif
"Tentang refund, traveloka jangan terlalu lama dong kasih dana nya,, masa harus sampai 90 hari,, Saya bayar transfer aja cuma dikasih waktu beberapa jam harus transfer,,, saya bayar cash bukan kredit sampai 90 hari,, lagian yg membatalkan penerbangan kan maskapainya,, harusnya dana refund bisa lebih cepat lagi dikembalikan supaya bisa dipakai untuk beli tiket baru,,.. Saya pelanggan setia traveloka sejak 2012, kalo sampai ini masih gini, saya bisa cari agen lain..",1,Negatif
Dapat limit tapi gak bisa dipakai. Terus dpt notif terus biar pake limitnya. Kan aneh. Refundnya juga lamaaaaaaaaaaaaaaaaaa banget.,1,Negatif
"Tidak konsisten dalam membantu konsumen, kmarin saya reques kursi pesawat tp tidak sesuai yg di reques seblum.... Padahal di bayar kok sangat kecewa",1,Negatif
Dulu check in online bisa. Dan mudah. Sekarang makin lama makin di persulit. Harus wibsite la. Harus di bandara la. Lebih2 apa2 mesti uang. Ubah jam aja mesti bayar lagi. Asuransi aja bukan tanggung maskapai. Mesti kita yg bayar. Apa beda nya.,1,Negatif
"Bayaran balik sya hilang,,smua data2 ny sya sudah isi tnggu pengesahan byaran balik..sya sudah hitung2 hri ny..d bulan ini sya mendapat kn uang sya tpi ngk ad respon..sya lihat refund sya dekat traveloka hilang..bagaimana sya mengetahui sudah bayar atau belum..sya sudah check dkt bank sya ngk ad uang msuk..menyesal rsa ny beli tiket pesawat dekat sni..",1,Negatif
"Proses refund tidak diproses dan selalu di bales text machine, tidak ada itikad baik dan memberikan ketentuan waktu dan jawaban yang jelas. Bayangkan saya harus membayar produk yang tidak saya beli beserta biaya tambahan nya, karena prosesurnya hrus seperti itu. ketika saya ikuti ternyata 1 bulan lebih dana saya tidak dikembalikan. Saya tunggu itikad baik dengan menghubungi saya,tidak seperti cs traveloka dengan service BURUUUUUUUUUK.",1,Negatif
"proses sangat lama sekali, sempat gagal 3x. ngak tahu hari2 seminggu ini sangat2 lambat sekali.",1,Negatif
Upgrade pembaharuan malah traveloka paylater tidak bisa digunakan. Limit 15 juta tidak bisa di gunakan untuk booking tiket pesawat dengan alasan keamanan.Hubungi CS hasilnya periksa secara berkala dalam waktu yang tidak ditentukan. Hanya paylater virtual number saja yang bisa di gunakan.Mohon penjelasan dari pihak travelokanya. Terima kasih🙏,5,Positif
"Beli tiket bulan 3 datanganya bulan 2 , diminta uang kembali trs dri pihak traveloka meng iya kan tp blm sampe ke rekening juga uangnya udh full seharian.. Disitunya ktanya d potong 200 san lebih tp ternyata uang nya blm kembali jga.. Hati2 ya guys bkan saya menjatuhkan tp sya kecewa sama aplk ini .. Gk lagi dej kapok auto uninstl mls RUGI !! lain kali d perbaiki!",1,Negatif
"senang menggunakan traveloka, fitur nya mudah dipahami, sukses untuk travelola",5,Positif
"Saya melakukan pemesanan tiket 1 minggu sebelum keberangkatan dgn pilihan Lion Air, h-2 jadwal keberangkatan tiba-tiba diubah dari pihak maskapai, krn penerbangan tsb tidak sesuai dgn jadwal yang saya harapkan saya pun mengajukan reschedule. Saat itu saya mengajukan reschedule sore tapi malam hari nya penerbangan saya dibatalkan. Lantas saya mengajukan refund malam itu juga, tp sampai saat ini dana belum juga saya terima. Mohon kebijaksanaan Traveloka untuk pengembalian dana saya. Terima kasih.",1,Negatif
Yg pertama hampir setiap bulan minta update tp setelah update tdk bisa dibuka dan harus uninstall dulu baru install lagi. Yg kedua limit saya sering di downgrade PD hal pembayaran saya selalu tepat dan blm jatuh tempo. SPT tidak niat kasih limit,3,
"Aplikasi ini bagus, tapi saya sarankan itu metode pembayaran di tambahkan, link aja, atau dana biar lebih mudah transaksinya, Terima kasih 🙂",5,Positif
aplikasinya ok.. hanya saja untuk pembayaran via m-banking untuk smua bank ternama di indonesia tidak ada.. harus melalui atm.. nah bagaimana klo disuatu daerah tdk ada atm dan hrus menempuh puluhan kilometer untuk mendaptkan atm yg itu bisa menghabiskan wktu brjam² kalau tidak macet atau terkendala dgn kondisi alam sprti longsor misalnya.. dan hrus memutar jauh sekali untuk sampai ke ktmpt dimana atm itu brada. ini hanya saran saya aj.. kedepannya tolong traveloka tingkatkan.,3,
"Baru kali ini kecewa dengan traveloka, saya sudah tranfer untuk tagihannya. Setelah datang ke hotelnya ternyata harus verivikasi manual bukti pembayarannya. Dan proses tersebut terlalu lama, jd saya mau gak mau harus booking dan bayar lagi di hotelnya. Setelah masuk kamarnya, eh ternyata booking by travelokanya berhasil.",1,Negatif
"Sangat kecewa denga Traveloka, hari ini jatuh tempo pembayaran paylater saya, tadi saya sudah melakukan pembayaran, tapi tagihannya masih ada, sedangkan saldo saya di rekening sudah berkurang jumlahnya. Tidak ada CS yang bisa di hubungi langsung, chat pun hanya d balas oleh asisten otomatis. Jadi kemana saya harus melaporkan masalah ini? Kirim email tidak bisa, no telp cs yang tertera pun hanya asisten otomatis. Tak bisa bicara langsung dengan cs nya.",5,Positif
Kenapa penerbangan di batalkan trus uang nya belum kembli ke rekening untuk pemesanan ulang..sudah 2 hari blm da masuk masuk di rekening..tidak prefisional dan bertanggung jawab,1,Negatif
"Mohon bantuannya pihak traveloka. Saya beli tiket tapi salah rute/tujuan. Saya mau mengubah rute/tujuan lewat aplikasi traveloka. Tapi selalu muncul tulisan Maap sistem kami sedang sibuk, Mohon cek koneksi internet anda. Mohon minta solusinya.",5,Positif
"Saya penguna traveloka paylater udah lama , angsuran tepat waktu tapi barusan saya cek yang angsuran buat bulan februari sama maret kok udah ada dendanya kan belum lewat jatuh tempo , gimana sih ini , merugikan sekali",3,
"Saya edit review bintang 1 sebelumnya karena dana sudah dikembalikan. Tapi saya kapok pakai Traveloka. 👎 Saya beli tiket kereta di Traveloka seharga Rp750k lewat metode transfer bank tapi tiket tidak terbit. Sudah komplain, disebutkan bahwa pembayaran gagal & reversal 3-14 hari kerja. Selama tunggu masa reversal, saya laporan ke bank yang saya pakai untuk beli tiket, katanya uang sudah berhasil masuk ke rekening tujuan. Saya tunggu lagi, tapi sampai 1 bulan dana tidak kembali tanpa kejelasan.",2,Negatif
Makasih traveloka Muda2han ke depan tambah lebih baik barokah dan manfaat untuk semuanya.,5,Positif
"Pelayanan cepat dan CS ramah, serta memberikan penjelasan detail dan jelas sekali ketika saya mau reschedule tiket, semoga kedepannya Traveloka lebih bagus lagi",5,Positif
oke banget buat nge booking tiket kereta buat suami.. makasih traveloka. buat ada cashback donk. biar tambah rame lagi.. 👍👍👍👍,5,Positif
untuk harga tiket sebaiknya apabila customer pesan sudah harga upgrade...jangan pas diklik baru ada pemberitahuan perubahan harga...terima kasih,5,Positif
"Iseng iseng cek penerbangan domestik bisa dapet kursi apapun itu maskapainya, giliran penerbangan internasional apalagi yg rute negara jauh kok gak ada ya? Gak bisa malahan. Terus juga info promo diskonnya lebih jelas lagi,dan metode pembayarannya kalau bisa jangan terbatas misal hanya pengguna kartu tertentu. Jangan pilih kasih. Bervariasi metode pembayarannya.",3,
"alhamdulillah cukup mudah penggunaannya, bagi saya yg pemula, dan alhamdulillah dpt harga diskon, sukses selalu Traveloka",5,Positif
"Saya sangat kecewa sekali dengan TRAVELOKA, sangat merugikan CUSTOMER, mengarahkan untuk refund dan beli tiket baru padahal kami sudah laporkan kendala kesalahan penginputan nama jauh sebelum keberangkatan!! Sangat tidak profesional penanganannya dan TIDAK MEMBANTU..",1,Negatif
"App tolol ini skrg jd app mafia. Barusan sy pesan Tiket Pesawat utk tgl 3 Feb 2023 Gunungsitoli - Jakarta dgn penerbangan Nias-Medan Wings 08.50wib transit Medan-Jakarta Batik 11.00wib harga perorang 2juta rupiah. Namun saat mencoba untuk membayar 4 penumpang, saya tdk bisa bayar krn kursi yg saya pilih sudah dipilih orang. Seharusnya sy tdk bisa memilih kursi itu dr awal. Setelah mencoba kesekian kali masih tdk bisa juga, harga naik jd 2.7juta perorang. Saya tak jadi pesan. Menyusahkan sekali.",1,Negatif
"perencanaan liburan jadi mudah, harga pun membuat senyum lebih lebar. terimakasih traveloka",5,Positif
"Kecewa dengan TRAVELOKA, saya pesan tiket pesawat, dan jadwal saya dirubah oleh pihak traveloka lalu saya batalkan (refund). Setelah saya refund, uang tiket dipotong dari setengah harga tiket, jika saya merubah jadwal dan membatalkan saya terima. Dan ini kesalahan dari pihak maskapai/traveloka, saya susah cari uang untuk tiket, ini malah membuat saya rugi.",1,Negatif
Kenapa pas saya masuk kode verifikasi malah jawabannya maaf ada kendala pada sistem kami gitu.. saya udah isi saldo 150rb tapi ga bisa dipake percuma KECEWA SAYA,1,Negatif
"Sebenarnya lebih percaya dgn aplikasi ini. Dan ingin pesan tiket bus disini. Tapi sayangnya disini jurusan yang saya inginkan tidak ada. Sementara di aplikasi sebelah ada. Ya udah. Terpaksa ke sebelah deh. Untuk jurusan Garut - Jakarta, dan sebaliknnya.",4,Positif
saya beri 2 bintang karna pengajuan limit paylater traveloka gagal terus padahal udah dicoba terus gagal di foto diri dan foto ktp padahal sudah sangat jelas dan akhirnya saya menyerah untuk melanjutkanya lagi karna saya yakin hasilnya akan sama.,2,Negatif
Traveloka sangat membantu untuk pembelian tiket hanya saja sangat kurang sekali untuk promo di bahwa 1 juta dan terutama kadang tiket lebih mahal dibanding aplikasi sebelah.,5,Positif
"Traveloka sya sudah menjadi pengguna lama,untuk menilai kebutuhan saya harus menyesuaian limit yang ada sehingga pemakaian limit saya memang sesuai kebutuhan saja dan jika pembayaran pas di tanggal 28 sudah sesuai dengan data yg saya berikan krn gaji turun memang ditanggal tersebut ,tapi kenapa limit saya dan level jd menurun??? Pembayaran tepat waktu,pembayaran sehat ..jadi saya turunkan saja bintangnya.thanks",2,Negatif
"Aplikasi yang sangat membantu untuk cek dan book hotel hingga tiket pesawat. Anda ngak punya disaat ada yg mendesak? Traveloka paylater solusinya. Sudah bebrapa kali menggunakan paylater traveloka disaat darurat. Terima kasih traveloka, jgn pernah berhenti berinovasi untuk meningkatkan layanan demi menjaga kepuasan konsumen. ❤️",5,Positif
"Saya sudah sangat sering membeli tiket lewat Traveloka, baik pesawat maupun bis. Tapi, untuk tiket bis tujuan ke Wonosobo tolong lebih diperbanyak lagi untuk pilihan bisnya",5,Positif
"Fitur UANGKU tolong diberikan perbaruan agar dapat melakukan transfer/penarikan uang dr UANGKU ke bank, agar uang yang sudah tidak terpakai bisa berguna kembali tidak hanya mengendap di Traveloka.",3,
"Kenapa sekelas traveloka masih belum ada sistem pembayaran virtual account, kompetitor lain sudah menggunakan sistem tersebut",1,Negatif
"Traveloka memudahkan customer. transparan perhitungannya banyak pilihan pembayaran. Untuk dipertahankan, jangan main tipu-tipu pasti customer tetap gunakan Traveloka",4,Positif
"Tidak memuaskan . Saya pesan tiket pesawat dari maskapai di rubah lalu saya batalkan . Uang tiket di potong dan pembayaran pun di perlambat - lambat , jika saya merubah jadwalnya atau membatalkan sendiri saya terima. ini maskapai yang merubah jadwalnya",1,Negatif
