content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"UI designnya buat bingung, dari segi pelayanannya terlalu lambat tidak sesuai dengan moto (2 reschedule yang dilakukan dalam kurun waktu 6 bulan tidak ada yang beres) Tolong di benahi seluruh aspek yang ada, baik dari segi desain aplikasi agar lebih mudah dan nyaman di gunakan dan dari sistem pelayanan",2,Negatif,ui designnya buat bingung dari segi pelayanannya terlalu lambat tidak sesuai dengan moto  reschedule yang dilakukan dalam kurun waktu  bulan tidak ada yang beres tolong di benahi seluruh aspek yang ada baik dari segi desain aplikasi agar lebih mudah dan nyaman di gunakan dan dari sistem pelayanan,ui designnya bingung segi pelayanannya lambat sesuai moto reschedule kurun beres tolong benahi aspek segi desain aplikasi mudah nyaman sistem pelayanan,"['ui', 'designnya', 'bingung', 'segi', 'pelayanannya', 'lambat', 'sesuai', 'moto', 'reschedule', 'kurun', 'beres', 'tolong', 'benahi', 'aspek', 'segi', 'desain', 'aplikasi', 'mudah', 'nyaman', 'sistem', 'pelayanan']",ui designnya bingung segi layan lambat sesuai moto reschedule kurun beres tolong benah aspek segi desain aplikasi mudah nyaman sistem layan
bagus dan mudah bertransaksi,5,Positif,bagus dan mudah bertransaksi,bagus mudah bertransaksi,"['bagus', 'mudah', 'bertransaksi']",bagus mudah transaksi
aplikasi Bagus banget sangat membantu pengguna Nya,5,Positif,aplikasi bagus banget sangat membantu pengguna nya,aplikasi bagus banget membantu pengguna nya,"['aplikasi', 'bagus', 'banget', 'membantu', 'pengguna', 'nya']",aplikasi bagus banget bantu guna nya
"Tolong donk untuk pengembalian dana jangan lamaaa.. Kita bayar pake duit,duitnya perlu lagi buat beli tiket baru,,ini maskapai seenaknya aja cancel penerbangan..refund lamaaa",2,Negatif,tolong donk untuk pengembalian dana jangan lamaaa kita bayar pake duitduitnya perlu lagi buat beli tiket baruini maskapai seenaknya aja cancel penerbanganrefund lamaaa,tolong donk pengembalian dana lamaaa bayar pake duitduitnya beli tiket baruini maskapai aja cancel penerbanganrefund lamaaa,"['tolong', 'donk', 'pengembalian', 'dana', 'lamaaa', 'bayar', 'pake', 'duitduitnya', 'beli', 'tiket', 'baruini', 'maskapai', 'aja', 'cancel', 'penerbanganrefund', 'lamaaa']",tolong donk kembali dana lamaaa bayar pake duitduitnya beli tiket baruini maskapai aja cancel penerbanganrefund lamaaa
Virtual Number nya jadi ga bisa padahal sebelum nya bisa bertransaksi dengan lancar pembayaran juga ga pernah telat. Aneh nih aplikasi nya. Kalau emang ga boleh belanja di luar aplikasi ya jangan diadain. Dah mau bangkrut aja pake banyak gaya Pantes kalah saing sama sebelah yg jor2an diskon nya.,1,Negatif,virtual number nya jadi ga bisa padahal sebelum nya bisa bertransaksi dengan lancar pembayaran juga ga pernah telat aneh nih aplikasi nya kalau emang ga boleh belanja di luar aplikasi ya jangan diadain dah mau bangkrut aja pake banyak gaya pantes kalah saing sama sebelah yg joran diskon nya,virtual number nya ga nya bertransaksi lancar pembayaran ga telat aneh nih aplikasi nya emang ga belanja aplikasi ya diadain dah bangkrut aja pake gaya pantes kalah saing sebelah yg joran diskon nya,"['virtual', 'number', 'nya', 'ga', 'nya', 'bertransaksi', 'lancar', 'pembayaran', 'ga', 'telat', 'aneh', 'nih', 'aplikasi', 'nya', 'emang', 'ga', 'belanja', 'aplikasi', 'ya', 'diadain', 'dah', 'bangkrut', 'aja', 'pake', 'gaya', 'pantes', 'kalah', 'saing', 'sebelah', 'yg', 'joran', 'diskon', 'nya']",virtual number nya ga nya transaksi lancar bayar ga telat aneh nih aplikasi nya emang ga belanja aplikasi ya diadain dah bangkrut aja pake gaya pantes kalah saing belah yg joran diskon nya
"Pilihan pembayaran BRI selalu dalam maintenance, kapan diperbaiki nya 🤦🏽🤦🏽🤦🏽",2,Negatif,pilihan pembayaran bri selalu dalam maintenance kapan diperbaiki nya ,pilihan pembayaran bri maintenance diperbaiki nya,"['pilihan', 'pembayaran', 'bri', 'maintenance', 'diperbaiki', 'nya']",pilih bayar bri maintenance baik nya
"sangat jelek, saya lagi booking tiba2 harga langsung berubah",1,Negatif,sangat jelek saya lagi booking tiba harga langsung berubah,jelek booking harga langsung berubah,"['jelek', 'booking', 'harga', 'langsung', 'berubah']",jelek booking harga langsung ubah
Perjalanan jadi banyak kemudahan. Terima kasih.,5,Positif,perjalanan jadi banyak kemudahan terima kasih,perjalanan kemudahan terima kasih,"['perjalanan', 'kemudahan', 'terima', 'kasih']",jalan mudah terima kasih
Tetap ok by traveloka Hotel +ticket lebih seru,5,Positif,tetap ok by traveloka hotel ticket lebih seru,ok by traveloka hotel ticket seru,"['ok', 'by', 'traveloka', 'hotel', 'ticket', 'seru']",ok by traveloka hotel ticket seru
"proses pemesanan cepat, proses reschedule mudah dan cepat",5,Positif,proses pemesanan cepat proses reschedule mudah dan cepat,proses pemesanan cepat proses reschedule mudah cepat,"['proses', 'pemesanan', 'cepat', 'proses', 'reschedule', 'mudah', 'cepat']",proses mesan cepat proses reschedule mudah cepat
"Ini traaveloka kenapa lelet bgt ya menanggapi masalah serius menurut gw , jadi gw transfer salah nominal tapi udah kirim bukti gak dibales2 udah nunggu 30 menit",4,Positif,ini traaveloka kenapa lelet bgt ya menanggapi masalah serius menurut gw  jadi gw transfer salah nominal tapi udah kirim bukti gak dibales udah nunggu  menit,traaveloka lelet bgt ya menanggapi serius gw gw transfer salah nominal udah kirim bukti gak dibales udah nunggu menit,"['traaveloka', 'lelet', 'bgt', 'ya', 'menanggapi', 'serius', 'gw', 'gw', 'transfer', 'salah', 'nominal', 'udah', 'kirim', 'bukti', 'gak', 'dibales', 'udah', 'nunggu', 'menit']",traaveloka lelet bgt ya tanggap serius gw gw transfer salah nominal udah kirim bukti gak dibales udah nunggu menit
saya sangat suka dengan pelayanan traveloka,5,Positif,saya sangat suka dengan pelayanan traveloka,suka pelayanan traveloka,"['suka', 'pelayanan', 'traveloka']",suka layan traveloka
"Transaksi Mudah, Kepastian Berangkat Aman. Terimakasih Traveloka",5,Positif,transaksi mudah kepastian berangkat aman terimakasih traveloka,transaksi mudah kepastian berangkat aman terimakasih traveloka,"['transaksi', 'mudah', 'kepastian', 'berangkat', 'aman', 'terimakasih', 'traveloka']",transaksi mudah pasti berangkat aman terimakasih traveloka
keren membantu bgt buat yg suka travelling..keren pokoknya playanannya.....,5,Positif,keren membantu bgt buat yg suka travellingkeren pokoknya playanannya,keren membantu bgt yg suka travellingkeren pokoknya playanannya,"['keren', 'membantu', 'bgt', 'yg', 'suka', 'travellingkeren', 'pokoknya', 'playanannya']",keren bantu bgt yg suka travellingkeren pokok playanannya
"Notifikasi promo tidak bisa dimatikan, kebanyakan kirim spam ke email. Edit: ga efek, jelas ini bukan bug, tapi disengaja",1,Negatif,notifikasi promo tidak bisa dimatikan kebanyakan kirim spam ke email edit ga efek jelas ini bukan bug tapi disengaja,notifikasi promo dimatikan kebanyakan kirim spam email edit ga efek bug disengaja,"['notifikasi', 'promo', 'dimatikan', 'kebanyakan', 'kirim', 'spam', 'email', 'edit', 'ga', 'efek', 'bug', 'disengaja']",notifikasi promo mati banyak kirim spam email edit ga efek bug sengaja
Payah setelah update malah ngebug. Tolong diperbaiki,1,Negatif,payah setelah update malah ngebug tolong diperbaiki,payah update ngebug tolong diperbaiki,"['payah', 'update', 'ngebug', 'tolong', 'diperbaiki']",payah update ngebug tolong baik
Traveloka sangat membantu dan mudah transaksi dimana saja,5,Positif,traveloka sangat membantu dan mudah transaksi dimana saja,traveloka membantu mudah transaksi dimana,"['traveloka', 'membantu', 'mudah', 'transaksi', 'dimana']",traveloka bantu mudah transaksi mana
respon aplikasi cepat dan sangat baik,5,Positif,respon aplikasi cepat dan sangat baik,respon aplikasi cepat,"['respon', 'aplikasi', 'cepat']",respon aplikasi cepat
"Cepat, Singkat, mudah...",5,Positif,cepat singkat mudah,cepat singkat mudah,"['cepat', 'singkat', 'mudah']",cepat singkat mudah
"Untuk Developer Traveloka. Traveloka : Book Tiket & Hotel Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5,Positif,untuk developer traveloka traveloka  book tiket  hotel sangat bermanfaat terus tingkatkan fitur dan kualitas di dalam aplikasi,developer traveloka traveloka book tiket hotel bermanfaat tingkatkan fitur kualitas aplikasi,"['developer', 'traveloka', 'traveloka', 'book', 'tiket', 'hotel', 'bermanfaat', 'tingkatkan', 'fitur', 'kualitas', 'aplikasi']",developer traveloka traveloka book tiket hotel manfaat tingkat fitur kualitas aplikasi
"Traveloka sangat buruk, masa kit pengajuan refund di tolak dengan alasan sudah di check in ? Padahal tidak perna check in dan pengajuan 6 jam sebelum keberangkatan, sama pihak Traveloka di suru menghubungi pihak Lion,tetapi ternyata yang Uda melakukan checkin dari pihak Traveloka nya sendiri biar tidak ngembalika uangnya , pelayanannya buruk sangat buruk Permainnya sangat jelek",1,Negatif,traveloka sangat buruk masa kit pengajuan refund di tolak dengan alasan sudah di check in  padahal tidak perna check in dan pengajuan  jam sebelum keberangkatan sama pihak traveloka di suru menghubungi pihak liontetapi ternyata yang uda melakukan checkin dari pihak traveloka nya sendiri biar tidak ngembalika uangnya  pelayanannya buruk sangat buruk permainnya sangat jelek,traveloka buruk kit pengajuan refund tolak alasan check in perna check in pengajuan jam keberangkatan traveloka suru menghubungi liontetapi uda checkin traveloka nya biar ngembalika uangnya pelayanannya buruk buruk permainnya jelek,"['traveloka', 'buruk', 'kit', 'pengajuan', 'refund', 'tolak', 'alasan', 'check', 'in', 'perna', 'check', 'in', 'pengajuan', 'jam', 'keberangkatan', 'traveloka', 'suru', 'menghubungi', 'liontetapi', 'uda', 'checkin', 'traveloka', 'nya', 'biar', 'ngembalika', 'uangnya', 'pelayanannya', 'buruk', 'buruk', 'permainnya', 'jelek']",traveloka buruk kit aju refund tolak alas check in perna check in aju jam berangkat traveloka suru hubung liontetapi uda checkin traveloka nya biar ngembalika uang layan buruk buruk main jelek
Jangan pernah mau beli tiket bus di Traveloka ga jelas ga ada yang bisa respon jika di luar kota di situ ada nomor telepon nya tapi ga respon,1,Negatif,jangan pernah mau beli tiket bus di traveloka ga jelas ga ada yang bisa respon jika di luar kota di situ ada nomor telepon nya tapi ga respon,beli tiket bus traveloka ga ga respon kota situ nomor telepon nya ga respon,"['beli', 'tiket', 'bus', 'traveloka', 'ga', 'ga', 'respon', 'kota', 'situ', 'nomor', 'telepon', 'nya', 'ga', 'respon']",beli tiket bus traveloka ga ga respon kota situ nomor telepon nya ga respon
sangat memudahkan dan membantu konsumen menentukan pilihan menginap sesuai hotel yg diinginkan,5,Positif,sangat memudahkan dan membantu konsumen menentukan pilihan menginap sesuai hotel yg diinginkan,memudahkan membantu konsumen menentukan pilihan menginap sesuai hotel yg,"['memudahkan', 'membantu', 'konsumen', 'menentukan', 'pilihan', 'menginap', 'sesuai', 'hotel', 'yg']",mudah bantu konsumen tentu pilih inap sesuai hotel yg
"Aplikasi perjalanan dan penginapan yg baik, karena selain banyak promo discount harga juga tepat dalam memberikan refund dana kepada konsumen.",5,Positif,aplikasi perjalanan dan penginapan yg baik karena selain banyak promo discount harga juga tepat dalam memberikan refund dana kepada konsumen,aplikasi perjalanan penginapan yg promo discount harga refund dana konsumen,"['aplikasi', 'perjalanan', 'penginapan', 'yg', 'promo', 'discount', 'harga', 'refund', 'dana', 'konsumen']",aplikasi jalan inap yg promo discount harga refund dana konsumen
"Berat bgt ni aplikasi,loadingnya lama.Kebanyakan vitur yg ga diperlukan deh,terakhit pake tahun kemarin masih enak tuh,tp sekarang ga bgt ini ada fitur explore segala terus menu utama ga di tampilin didepan,cuman ada pilihan pesawat sama hotel doang.Pas mau nyari bis,loadingnya lama bgt ga muncul sama sekali heran padahal sinyal lancar buat aplikasi lain jg oke.",2,Negatif,berat bgt ni aplikasiloadingnya lamakebanyakan vitur yg ga diperlukan dehterakhit pake tahun kemarin masih enak tuhtp sekarang ga bgt ini ada fitur explore segala terus menu utama ga di tampilin didepancuman ada pilihan pesawat sama hotel doangpas mau nyari bisloadingnya lama bgt ga muncul sama sekali heran padahal sinyal lancar buat aplikasi lain jg oke,berat bgt ni aplikasiloadingnya lamakebanyakan vitur yg ga dehterakhit pake kemarin enak tuhtp ga bgt fitur explore menu utama ga tampilin didepancuman pilihan pesawat hotel doangpas nyari bisloadingnya bgt ga muncul heran sinyal lancar aplikasi jg oke,"['berat', 'bgt', 'ni', 'aplikasiloadingnya', 'lamakebanyakan', 'vitur', 'yg', 'ga', 'dehterakhit', 'pake', 'kemarin', 'enak', 'tuhtp', 'ga', 'bgt', 'fitur', 'explore', 'menu', 'utama', 'ga', 'tampilin', 'didepancuman', 'pilihan', 'pesawat', 'hotel', 'doangpas', 'nyari', 'bisloadingnya', 'bgt', 'ga', 'muncul', 'heran', 'sinyal', 'lancar', 'aplikasi', 'jg', 'oke']",berat bgt ni aplikasiloadingnya lamakebanyakan vitur yg ga dehterakhit pake kemarin enak tuhtp ga bgt fitur explore menu utama ga tampilin didepancuman pilih pesawat hotel doangpas nyari bisloadingnya bgt ga muncul heran sinyal lancar aplikasi jg oke
"lebih mudah,simple dalam transaksi apapun selain tiket dan hotel",5,Positif,lebih mudahsimple dalam transaksi apapun selain tiket dan hotel,mudahsimple transaksi apapun tiket hotel,"['mudahsimple', 'transaksi', 'apapun', 'tiket', 'hotel']",mudahsimple transaksi apa tiket hotel
"Syg bgt untuk hotel / apartnya , tipu² di ket ada kolam renang nyatanya tdk. Mengecewakan sekali.",1,Negatif,syg bgt untuk hotel  apartnya  tipu di ket ada kolam renang nyatanya tdk mengecewakan sekali,syg bgt hotel apartnya tipu ket kolam renang tdk mengecewakan,"['syg', 'bgt', 'hotel', 'apartnya', 'tipu', 'ket', 'kolam', 'renang', 'tdk', 'mengecewakan']",syg bgt hotel apartnya tipu ket kolam renang tdk kecewa
terimakasih respon pelayanan sangat baik dengan harga sesuai dan amanah,5,Positif,terimakasih respon pelayanan sangat baik dengan harga sesuai dan amanah,terimakasih respon pelayanan harga sesuai amanah,"['terimakasih', 'respon', 'pelayanan', 'harga', 'sesuai', 'amanah']",terimakasih respon layan harga sesuai amanah
memudahkan spa pun yg mengadakan perjalanan... terima kasih atas pelayanannya. smg makin sukses...aamiin,5,Positif,memudahkan spa pun yg mengadakan perjalanan terima kasih atas pelayanannya smg makin suksesaamiin,memudahkan spa yg mengadakan perjalanan terima kasih pelayanannya smg suksesaamiin,"['memudahkan', 'spa', 'yg', 'mengadakan', 'perjalanan', 'terima', 'kasih', 'pelayanannya', 'smg', 'suksesaamiin']",mudah spa yg ada jalan terima kasih layan smg suksesaamiin
"Saya minta kejelasan kenapa limit paylater saya JD turun setelah di-update...ini sistem yg eror apa aplikasinya yg aba2.saya minta dikembalikan kembali limit paylater saya seperti semula,secepatnya,parah bgt sistemnya Traveloka, kalau sistemnya seperti ini gmn BS berkembang perusahaan yg ada castumer pada kabur semua,JD tolong dicek kembali akun saya dan secepatnya limit dikembalikan kesemula",1,Negatif,saya minta kejelasan kenapa limit paylater saya jd turun setelah diupdateini sistem yg eror apa aplikasinya yg abasaya minta dikembalikan kembali limit paylater saya seperti semulasecepatnyaparah bgt sistemnya traveloka kalau sistemnya seperti ini gmn bs berkembang perusahaan yg ada castumer pada kabur semuajd tolong dicek kembali akun saya dan secepatnya limit dikembalikan kesemula,kejelasan limit paylater jd turun diupdateini sistem yg eror aplikasinya yg abasaya dikembalikan limit paylater semulasecepatnyaparah bgt sistemnya traveloka sistemnya gmn bs berkembang perusahaan yg castumer kabur semuajd tolong dicek akun secepatnya limit dikembalikan kesemula,"['kejelasan', 'limit', 'paylater', 'jd', 'turun', 'diupdateini', 'sistem', 'yg', 'eror', 'aplikasinya', 'yg', 'abasaya', 'dikembalikan', 'limit', 'paylater', 'semulasecepatnyaparah', 'bgt', 'sistemnya', 'traveloka', 'sistemnya', 'gmn', 'bs', 'berkembang', 'perusahaan', 'yg', 'castumer', 'kabur', 'semuajd', 'tolong', 'dicek', 'akun', 'secepatnya', 'limit', 'dikembalikan', 'kesemula']",jelas limit paylater jd turun diupdateini sistem yg eror aplikasi yg abasaya kembali limit paylater semulasecepatnyaparah bgt sistem traveloka sistem gmn bs kembang usaha yg castumer kabur semuajd tolong cek akun cepat limit kembali mula
"Aplikasi bagus dan sangat membantu, hanya saja ada tambahan2 konten lain yg membuat menjadi kurang nyaman. Antara lain, berbagai macam Asuransi, ketika sudah memilih penerbangan, salah satu Asuransi langsung terpilih juga. Jika tidak jeli, akan merugikan Konsumen/calon penumpang. Kalau Asuransi bagus dan mudah dlm claim sih ga masalah. Saya punya pengalaman sendiri, rajin pke Asuransi perjalanan, namun begitu ada keterlambatan maskapai, klaim nya sangat rumit, tidak semudah pendaftaran.",5,Positif,aplikasi bagus dan sangat membantu hanya saja ada tambahan konten lain yg membuat menjadi kurang nyaman antara lain berbagai macam asuransi ketika sudah memilih penerbangan salah satu asuransi langsung terpilih juga jika tidak jeli akan merugikan konsumencalon penumpang kalau asuransi bagus dan mudah dlm claim sih ga masalah saya punya pengalaman sendiri rajin pke asuransi perjalanan namun begitu ada keterlambatan maskapai klaim nya sangat rumit tidak semudah pendaftaran,aplikasi bagus membantu tambahan konten yg nyaman asuransi memilih penerbangan salah asuransi langsung terpilih jeli merugikan konsumencalon penumpang asuransi bagus mudah dlm claim sih ga pengalaman rajin pke asuransi perjalanan keterlambatan maskapai klaim nya rumit semudah pendaftaran,"['aplikasi', 'bagus', 'membantu', 'tambahan', 'konten', 'yg', 'nyaman', 'asuransi', 'memilih', 'penerbangan', 'salah', 'asuransi', 'langsung', 'terpilih', 'jeli', 'merugikan', 'konsumencalon', 'penumpang', 'asuransi', 'bagus', 'mudah', 'dlm', 'claim', 'sih', 'ga', 'pengalaman', 'rajin', 'pke', 'asuransi', 'perjalanan', 'keterlambatan', 'maskapai', 'klaim', 'nya', 'rumit', 'semudah', 'pendaftaran']",aplikasi bagus bantu tambah konten yg nyaman asuransi pilih terbang salah asuransi langsung pilih jeli rugi konsumencalon tumpang asuransi bagus mudah dlm claim sih ga alam rajin pke asuransi jalan lambat maskapai klaim nya rumit mudah daftar
